icao,type,description,frequency_mhz
KBKW,A/D,CHARLESTON APP/DEP,118.95
KBKW,ASOS,ASOS,121.55
KBKW,AWOS,AWOS 3,124.65
KBKW,RDO,ELKINS RDO,117.7
KBKW,UNIC,CTAF/UNICOM,123
KBKX,AWOS,AWOS 3,108.8
KBKX,RDO,HURON RDO,122.65
KBKX,UNIC,CTAF/UNICOM,123
KBLF,ASOS,ASOS,132.725
KBLF,CNTR,INDIANAPOLIS CNTR,126.575
KBLF,CTAF,CTAF,122.9
KBLF,RDO,ELKINS RDO,122.2
KBLH,ASOS,ASOS,120.175
KBLH,CNTR,LOS ANGELES CNTR,128.15
KBLH,RDO,RIVERSIDE RDO,122.4
KBLH,UNIC,CTAF/UNICOM,122.8
KBLI,A/D,VICTORIA APP/DEP,132.7
KBLI,ATIS,ATIS,134.45
KBLI,CTAF,CTAF,124.9
KBLI,GND,GND,127.4
KBLI,RDO,SEATTLE RDO,122.15
KBLI,TWR,TWR,124.9
KBLI,UNIC,UNICOM,122.95
KBLM,A/D,MC GUIRE APP/DEP,124.15
KBLM,AWOS,AWOS 3,121.625
KBLM,CLD,MCGUIRE CLNC DEL,120.95
KBLM,RDO,MILLVILLE RDO,113.8
KBLM,UNIC,CTAF/UNICOM,123
KBLU,ASOS,ASOS,120.075
KBLU,CTAF,CTAF,122.9
KBLV,A/D,ST LOUIS APP/DEP,125.2
KBLV,ACP,126 ARW COMD POST,138.55
KBLV,ATIS,ATIS,128.7
KBLV,CLD,CLNC DEL,121.75
KBLV,GND,GND,119.2
KBLV,PMSV,PMSV METRO,23.98
KBLV,POST,375 AW COMD POST,130.65
KBLV,PTD,PTD,139.85
KBLV,TWR,TWR,118.65
KBLV,UNIC,UNICOM,122.95
KBMC,A/D,APP/DEP,121.1
KBMC,AWOS,AWOS 3,135.075
KBMC,CLD,CLNC DEL,126
KBMC,UNIC,CTAF/UNICOM,123.05
KBMG,A/D,HULMAN APP/DEP,128.025
KBMG,ASOS,ASOS,110.2
KBMG,CTAF,CTAF,120.775
KBMG,GND,GND,121.9
KBMG,RDO,TERRE HAUTE RDO,110.2
KBMG,TWR,BLOOMINGTON TWR,120.775
KBMG,UNIC,UNICOM,122.95
KBMI,A/D,PEORIA APP/DEP,118.05
KBMI,ASOS,ASOS,135.35
KBMI,ATIS,ATIS,135.35
KBMI,CTAF,CTAF,124.6
KBMI,GND,GND,121.65
KBMI,RDO,KANKAKEE RDO,108.2
KBMI,TWR,BLOOMINGTON TWR,124.6
KBMI,UNIC,UNICOM,122.95
KBML,ASOS,ASOS,135.175
KBML,RDO,BANGOR RDO/CLNC DEL,122.35
KBML,UNIC,CTAF/UNICOM,122.7
KBMQ,ASOS,ASOS,119.925
KBMQ,CNTR,HOUSTON CNTR,132.35
KBMQ,UNIC,CTAF/UNICOM,122.8
KBMT,A/D,APP/DEP,121.3
KBMT,CLD,CLNC DEL,121.75
KBMT,RDO,MONTGOMERY CO RDO,122.2
KBMT,UNIC,CTAF/UNICOM,123
KBNA,APP,APP,120.6
KBNA,ATIS,ATIS,135.1
KBNA,CLD,CLNC DEL,126.05
KBNA,DEP,DEP,118.4
KBNA,GND,GND,121.9
KBNA,MISC,ANG MAINT,138.1
KBNA,OPS,ANG OPS,32.29
KBNA,RDO,RDO,122.2
KBNA,TWR,TWR,118.6
KBNA,UNIC,UNICOM,122.95
KBNG,UNIC,CTAF/UNICOM,122.8
KBNL,A/D,JACKSONVILLE APP/DEP,132.5
KBNL,AWOS,AWOS 3,119.775
KBNL,UNIC,CTAF/UNICOM,122.8
KBNO,ASOS,ASOS,135.575
KBNO,RDO,MC MINNVILLE RDO,122.5
KBNO,UNIC,CTAF/UNICOM,122.8
KBNW,A/D,DES MOINES APP/DEP,123.9
KBNW,AWOS,AWOS 3,120.925
KBNW,OPS,ARNG OPS,36.7
KBNW,UNIC,CTAF/UNICOM,123
KBOI,A/D,APP/DEP,119.6
KBOI,ATIS,ATIS,123.9
KBOI,CLD,CLNC DEL,125.9
KBOI,CNTR,SALT LAKE CITY CNTR,128.05
KBOI,GND,GND,121.7
KBOI,MISC,ANG OPS,29.87
KBOI,OPS,ARNG OPS,41.5
KBOI,RDO,RDO,122.2
KBOI,TWR,TWR,118.1
KBOI,UNIC,UNICOM,122.95
KBOS,APP,BOSTON APP NORTH,118.25
KBOS,APP,BOSTON APP WEST,120.6
KBOS,APP,BOSTON APP SOUTH,127.2
KBOS,ATIS,ATIS,135
KBOS,CLD,CLNC DEL,121.65
KBOS,DEP,BOSTON DEP,133
KBOS,GND,BOSTON GROUND,121.75
KBOS,GND,GND,121.9
KBOS,GTE,GATE,134.05
KBOS,RDO,BRIDGEPORT RDO,122.4
KBOS,TWR,BOSTON TWR WEST,128.8
KBOS,TWR,BOSTON TWR EAST,132.225
KBOS,UNIC,UNICOM,122.95
KBOW,A/D,TAMPA APP/DEP,120.65
KBOW,AWOS,AWOS 3,123.775
KBOW,CTAF,CTAF,121.2
KBOW,GND,GND,121.9
KBOW,TWR,TWR,121.2
KBOW,UNIC,UNICOM,122.95
KBPG,AWOS,AWOS 3,118.025
KBPG,CNTR,FORT WORTH CNTR,133.7
KBPG,FSS,SAN ANGELO RDO,122.4
KBPG,UNIC,CTAF/UNICOM,122.8
KBPI,ASOS,ASOS,135.225
KBPI,RDO,CASPER RDO,122.3
KBPI,UNIC,CTAF/UNICOM,122.8
KBPK,ASOS,ASOS,133.975
KBPK,CNTR,MEMPHIS CNTR,126.85
KBPK,UNIC,CTAF/UNICOM,123
KBPT,A/D,BEAUMONT APP/DEP,121.3
KBPT,ATIS,ATIS,126.3
KBPT,CLD,CLNC DEL,118.3
KBPT,CTAF,CTAF,119.5
KBPT,GND,GND,121.9
KBPT,RDO,MONTGOMERY CO RDO,122.2
KBPT,TWR,BEAUMONT TWR,119.5
KBPT,UNIC,UNICOM,122.95
KBQK,AWOS,AWOS 3,124.175
KBQK,CLD,CLNC DEL,126.75
KBQK,CNTR,JACKSONVILLE CNTR,126.75
KBQK,RDO,MACON RDO,122.2
KBQK,UNIC,CTAF/UNICOM,122.8
KBQP,A/D,MONROE APP/DEP,126.9
KBQP,AWOS,AWOS 3,32.9
KBQP,UNIC,CTAF/UNICOM,122.8
KBQR,UNIC,CTAF/UNICOM,123.05
KBRD,ASOS,ASOS,126.775
KBRD,CNTR,MINNEAPOLIS CNTR,118.05
KBRD,RDO,PRINCETON RDO,123.65
KBRD,UNIC,CTAF/UNICOM,122.7
KBRL,ASOS,ASOS,118.025
KBRL,CNTR,CHICAGO CNTR,135.6
KBRL,RDO,FORT DODGE RDO,122.65
KBRL,UNIC,CTAF/UNICOM,123
KBRO,A/D,VALLEY APP/DEP,119.5
KBRO,ATIS,ATIS,128.55
KBRO,CTAF,CTAF,118.9
KBRO,GND,GND,121.9
KBRO,RDO,SAN ANGELO RDO,122.3
KBRO,TWR,TWR,118.9
KBRO,UNIC,UNICOM,122.95
KBRY,A/D,LOUISVILLE APP/DEP,123.675
KBRY,AWOS,AWOS 3,119.925
KBRY,UNIC,CTAF/UNICOM,122.8
KBST,APP,BANGOR APP/DEP,118.925
KBST,CLD,CLNC DEL,121.975
KBST,UNIC,CTAF/UNICOM,122.8
KBTA,CTAF,CTAF,122.9
KBTF,CLD,SALT LAKE CITY,120.7
KBTF,UNIC,CTAF/UNICOM,122.8
KBTL,A/D,KALAMAZOO APP/DEP,119.2
KBTL,ATIS,ATIS,128.325
KBTL,CTAF,CTAF,118.5
KBTL,GND,GND,121.7
KBTL,OPS,ANG OPS,32.35
KBTL,RDO,LANSING RDO,122.2
KBTL,TWR,BATTLE CREEK TWR,126.825
KBTL,UNIC,UNICOM,122.95
KBTM,ASOS,ASOS,135.175
KBTM,CNTR,SALT LAKE CITY CNTR,132.4
KBTM,RDO,GREAT FALLS RDO,122.2
KBTM,UNIC,CTAF/UNICOM,123
KBTN,CNTR,MINNEAPOLIS CNTR,120.6
KBTN,UNIC,CTAF/UNICOM,122.8
KBTP,A/D,PITTSBURGH APP/DEP,124.75
KBTP,AWOS,AWOS 3,121.45
KBTP,CLD,PITTSBURGH CLNC DEL,119.4
KBTP,CTAF,,123.05
KBTP,RDO,ALTOONA RDO,115.8
KBTP,UNIC,CTAF/UNICOM,123.05
KBTR,A/D,APP/DEP,120.3
KBTR,ATIS,ATIS,125.2
KBTR,CLD,CLNC DEL,119.4
KBTR,CTAF,CTAF,118.45
KBTR,GND,GND,121.9
KBTR,RDO,DE RIDDER RDO,122.2
KBTR,TWR,TWR,118.45
KBTR,UNIC,UNICOM,122.95
KBTV,A/D,APP/DEP,121.1
KBTV,ATIS,ATIS,123.8
KBTV,CTAF,CTAF,118.3
KBTV,GND,GND,121.9
KBTV,MISC,ANG OPS,125.125
KBTV,OPS,ARNG OPS,41.2
KBTV,RDO,RDO,122.2
KBTV,TWR,TWR,118.3
KBTV,UNIC,UNICOM,122.95
KBTY,CTAF,CTAF,122.9
KBTY,RDO,RENO RDO,114.7
KBUB,CNTR,DENVER CNTR,132.7
KBUB,CTAF,CTAF,122.9
KBUF,A/D,Buffalo APP/DEP,126.15
KBUF,ATIS,ATIS,135.35
KBUF,CLD,CLNC DEL,124.7
KBUF,GND,GND,133.2
KBUF,RDO,RDO,122.6
KBUF,TWR,TWR,120.5
KBUM,CNTR,KANSAS CITY CNTR,125.55
KBUM,CTAF,CTAF,122.9
KBUM,RDO,COLUMBIA RDO,115.9
KBUR,A/D,SOCAL APP/DEP,120.4
KBUR,ATIS,ATIS,134.5
KBUR,CLD,CLNC DEL,118
KBUR,GND,GND,123.9
KBUR,RDO,HAWTHORNE RDO,122.35
KBUR,TWR,TWR,118.7
KBUR,UNIC,UNICOM,122.95
KBUU,A/D,MILWAUKEE APP/DEP,125.35
KBUU,AWOS,AWOS 3,114.5
KBUU,UNIC,CTAF/UNICOM,123.05
KBUY,A/D,GREENSBORO APP/DEP,118.5
KBUY,ASOS,ASOS,135.325
KBUY,CLD,CLNC DEL,120.25
KBUY,UNIC,CTAF/UNICOM,122.975
KBVI,A/D,PITTSBURGH APP/DEP,124.75
KBVI,ATIS,ATIS,118.35
KBVI,CLD,PITTSBURGH CLNC DEL,124.85
KBVI,CTAF,CTAF,120.3
KBVI,GND,GND,121.8
KBVI,RDO,ALTOONA RDO,115.8
KBVI,TWR,TWR,120.3
KBVN,AWOS,AWOS 3,118.575
KBVN,CNTR,MINNEAPOLIS CNTR,128
KBVN,CTAF,CTAF,122.9
KBVO,AAS,ADVSY SVC,120
KBVO,ASOS,ASOS,132.675
KBVO,CNTR,KANSAS CITY CNTR,128.8
KBVO,CTAF,CTAF,120
KBVO,RDO,MC ALESTER RDO,123.6
KBVO,UNIC,UNICOM,123
KBVS,A/D,WHIDBEY APP/DEP,120.7
KBVS,AWOS,AWOS 3,121.125
KBVS,UNIC,CTAF/UNICOM,123.075
KBVX,AWOS,AWOS 3,126.85
KBVX,CNTR,MEMPHIS CNTR,126.85
KBVX,RDO,JONESBORO RDO,122.25
KBVX,UNIC,CTAF/UNICOM,122.8
KBVY,A/D,BOSTON APP/DEP,124.4
KBVY,ATIS,ATIS,119.2
KBVY,CTAF,CTAF,125.2
KBVY,GND,GND,121.6
KBVY,TWR,TWR,125.2
KBVY,UNIC,UNICOM,122.95
KBWC,CNTR,LOS ANGELES CNTR,128.6
KBWC,CTAF,CTAF,122.9
KBWD,AWOS,AWOS 3,118.325
KBWD,CNTR,FORT WORTH CNTR,127.45
KBWD,RDO,FORT WORTH RDO,122.5
KBWD,UNIC,CTAF/UNICOM,122.8
KBWG,ASOS,ASOS,127.825
KBWG,CNTR,MEMPHIS CNTR,133.85
KBWG,RDO,LOUISVILLE RDO,122.2
KBWG,UNIC,CTAF/UNICOM,123
KBWI,APP,POTOMAC APP,119
KBWI,ATIS,ATIS,115.1
KBWI,CLD,CLNC DEL,118.05
KBWI,DEP,POTOMAC DEP,126.75
KBWI,GND,GND,121.9
KBWI,RDO,LEESBURG RDO,122.2
KBWI,TWR,TWR,119.4
KBWI,UNIC,UNICOM,122.95
KBWP,AWOS,AWOS 3,127.875
KBWP,RDO,GRAND FORKS RDO,122.425
KBWP,UNIC,CTAF/UNICOM,123
KBXA,AWOS,AWOS 3,118.025
KBXA,CNTR,HOUSTON CNTR,133.5
KBXA,UNIC,CTAF/UNICOM,122.8
KBXG,A/D,AUGUSTA APP/DEP,126.8
KBXG,CNTR,ATLANTA CNTR,128.1
KBXG,CTAF,CTAF,122.9
KBXK,RDO,PRESCOTT RDO,110.6
KBXK,UNIC,CTAF/UNICOM,122.8
KBXM,A/D,APP/DEP,118.15
KBXM,ATIS,ATIS,120.55
KBXM,CLD,CLNC DEL,134.1
KBXM,GND,GND,134.55
KBXM,OPS,BASE OPS,25.75
KBXM,PMSV,PMSV METRO,26.4
KBXM,TWR,TWR,119.6
KBYG,ASOS,ASOS,135.425
KBYG,RDO,CASPER RDO,122.025
KBYG,UNIC,CTAF/UNICOM,122.8
KBYH,CNTR,MEMPHIS CNTR,134.65
KBYH,UNIC,CTAF/UNICOM,122.7
KBYI,A/D,TWIN FALLS APP/DEP,126.7
KBYI,ASOS,ASOS,135.575
KBYI,CNTR,SALT LAKE CITY CNTR,118.05
KBYI,CTAF,CTAF,122.9
KBYI,RDO,BOISE RDO,122.05
KBYS,A/G,DESERT RDO NORTH,41.65
KBYS,INFO,DESERT RDO ROZ 1,41.5
KBYS,RDO,DESERT RDO SOUTH,41
KBYY,AWOS,AWOS 3,118.075
KBYY,CNTR,HOUSTON CNTR,128.6
KBYY,UNIC,CTAF/UNICOM,122.8
KBZN,ATIS,ATIS,135.425
KBZN,CNTR,SALT LAKE CITY CNTR,132.4
KBZN,CTAF,CTAF,118.2
KBZN,GND,GND,121.8
KBZN,RDO,GREAT FALLS RDO,122.5
KBZN,TWR,BOZEMAN TWR,118.2
KBZN,UNIC,UNICOM,122.95
KCAD,AWOS,AWOS 3,128.325
KCAD,CNTR,MINNEAPOLIS CNTR,132.9
KCAD,UNIC,CTAF/UNICOM,122.8
KCAE,A/D,APP/DEP,124.15
KCAE,ATIS,ATIS,120.15
KCAE,CLD,CLNC DEL,119.75
KCAE,GND,GND,121.9
KCAE,RDO,ANDERSON RDO,122.65
KCAE,TWR,TWR,119.5
KCAE,UNIC,UNICOM,122.95
KCAG,ASOS,ASOS,135.425
KCAG,CNTR,DENVER CNTR,120.475
KCAG,UNIC,CTAF/UNICOM,122.8
KCAK,A/D,APP/DEP,32.3
KCAK,A/D,APP/DEP,118.6
KCAK,ATIS,ATIS,121.05
KCAK,CLD,CLNC DEL,132.05
KCAK,GND,GND,121.7
KCAK,OPS,ARNG OPS,41.1
KCAK,RDO,CLEVELAND RDO,114.4
KCAK,TWR,TWR,118.3
KCAK,UNIC,UNICOM,122.95
KCAO,ARTC,ALBUQUERQUE CNTR,127.85
KCAO,ASOS,ASOS,120.625
KCAO,UNIC,CTAF/UNICOM,122.8
KCAR,ASOS,ASOS,135.125
KCAR,CNTR,BOSTON CNTR,124.75
KCAR,RDO,BANGOR RDO,122.3
KCAR,UNIC,CTAF/UNICOM,122.8
KCAV,A/D,MINNEAPOLIS CNTR,134
KCAV,AWOS,AWOS 3,126.575
KCAV,FSS,FORT DODGE RDO,122.3
KCAV,UNIC,CTAF/UNICOM,122.8
KCBE,AWOS,AWOS 3,128.625
KCBE,CNTR,CLEVELAND CNTR,124.4
KCBE,RDO,ELKINS RDO,122.35
KCBE,UNIC,CTAF/UNICOM,122.8
KCBF,A/D,OMAHA APP/DEP,124.5
KCBF,AWOS,AWOS 3,126.575
KCBF,UNIC,CTAF/UNICOM,122.8
KCBG,AWOS,AWOS 3,121.125
KCBG,CNTR,MINNEAPOLIS CNTR,121.05
KCBG,UNIC,CTAF/UNICOM,122.8
KCBK,AWOS,AWOS 3,118.175
KCBK,CNTR,DENVER CNTR,132.5
KCBK,UNIC,CTAF/UNICOM,122.8
KCBM,APP,APP,126.075
KCBM,ATIS,ATIS,115.2
KCBM,CLD,CLNC DEL,33.86
KCBM,DEP,DEP,132.05
KCBM,GND,GND,121.9
KCBM,MISC,SOF,25.21
KCBM,PMSV,PMSV METRO,34.46
KCBM,PTD,PTD,37.6
KCBM,TWR,TWR,128.65
KCCB,A/D,SOCAL APP/DEP,125.5
KCCB,UNIC,CTAF/UNICOM,123
KCCO,A/D,ATLANTA APP/DEP,119.8
KCCO,AWOS,AWOS 3,118.975
KCCO,CLD,CLNC DEL,119.8
KCCO,UNIC,CTAF/UNICOM,122.8
KCCR,A/D,TRAVIS APP/DEP,119.9
KCCR,ATIS,ATIS,124.7
KCCR,CLD,CLNC DEL,118.75
KCCR,CTAF,CTAF,119.7
KCCR,GND,GND,121.9
KCCR,TWR,CONCORD TWR,119.7
KCCR,UNIC,UNICOM,122.95
KCCY,A/D,WATERLOO APP/DEP,118.9
KCCY,AWOS,AWOS 3,125.525
KCCY,RDO,FORT DODGE RDO,122.4
KCCY,UNIC,CTAF/UNICOM,122.8
KCDA,A/D,BOSTON APP/DEP,125.7
KCDA,AWOS,AWOS 3,119.275
KCDA,UNIC,CTAF/UNICOM,122.8
KCDC,ASOS,ASOS,119.025
KCDC,CTAF,CTAF,123.6
KCDC,RDO,RDO,122.2
KCDC,UNIC,UNICOM,122.95
KCDH,A/D,FORT WORTH CNTR,126.32
KCDH,UNIC,CTAF/UNICOM,122.7
KCDI,AWOS,AWOS 3,118.525
KCDI,CNTR,CLEVELAND CNTR,120.4
KCDI,CNTR,INDIANAPOLIS CNTR,124.45
KCDI,UNIC,CTAF/UNICOM,123.075
KCDN,A/D,SHAW APP/DEP,125.4
KCDN,AWOS,AWOS 3,119.975
KCDN,UNIC,CTAF/UNICOM,123
KCDR,ASOS,ASOS,118.05
KCDR,CNTR,DENVER CNTR,127.95
KCDR,FSS,COLUMBUS RDO,122.5
KCDR,UNIC,CTAF/UNICOM,122.8
KCDS,ASOS,ASOS,135.125
KCDS,CNTR,FORT WORTH CNTR,133.5
KCDS,RDO,FORT WORTH RDO,122.45
KCDS,UNIC,CTAF/UNICOM,122.8
KCDW,APP,NEW YORK APP,127.6
KCDW,ATIS,ATIS,135.5
KCDW,CLD,CLNC DEL,121.1
KCDW,CTAF,CTAF,119.8
KCDW,DEP,NEW YORK DEP,119.2
KCDW,GND,GND,121.9
KCDW,TWR,TWR,119.8
KCDW,UNIC,UNICOM,122.95
KCEA,A/D,WICHITA APP/DEP,134.8
KCEA,CLD,WICHITA CLNC DEL,125
KCEA,CTAF,CTAF,122.9
KCEA,TWR,MC CONNELL TWR,127.25
KCEC,ASOS,ASOS,119.925
KCEC,CNTR,SEATTLE CNTR,124.85
KCEC,CTAF,CTAF,122.8
KCEC,RDO,OAKLAND RDO,122.3
KCEC,UNIC,UNICOM,122.8
KCEF,A/D,BRADLEY APP/DEP,125.35
KCEF,ATIS,ATIS,114
KCEF,GND,GND,118.35
KCEF,PMSV,PMSV METRO,27.475
KCEF,POST,COMD POST 439 AW,25.21
KCEF,PTD,PTD,37.22
KCEF,TWR,TWR,134.85
KCEF,UNIC,UNICOM,123
KCEK,A/D,LINCOLN APP/DEP,124
KCEK,UNIC,CTAF/UNICOM,122.8
KCEU,A/D,GREER APP/DEP,118.8
KCEU,ASOS,ASOS,119.275
KCEU,UNIC,CTAF/UNICOM,122.7
KCEV,A/D,DAYTON APP/DEP,134.45
KCEV,AWOS,AWOS 3,118.325
KCEV,UNIC,CTAF/UNICOM,122.8
KCEW,A/D,EGLIN APP/DEP,124.05
KCEW,ASOS,ASOS,119.275
KCEW,RDO,GAINESVILLE RDO,122
KCEW,UNIC,CTAF/UNICOM,122.95
KCEY,AWOS,AWOS 3,119.975
KCEY,CNTR,MEMPHIS CNTR,133.65
KCEY,UNIC,CTAF/UNICOM,122.7
KCEZ,ASOS,ASOS,135.625
KCEZ,CNTR,DENVER CNTR,118.575
KCEZ,RDO,DENVER RDO,122.3
KCEZ,UNIC,CTAF/UNICOM,122.8
KCFD,CNTR,HOUSTON CNTR,120.4
KCFD,UNIC,CTAF/UNICOM,123
KCFE,CTAF,,122.8
KCFJ,A/D,INDIANAPOLIS APP/DEP,119.05
KCFJ,UNIC,CTAF/UNICOM,122.8
KCFS,A/D,SAGINAW APP/DEP,120.95
KCFS,AWOS,AWOS 3,119.275
KCFS,RCO,RCO,121.725
KCFS,UNIC,CTAF/UNICOM,123
KCFT,CTAF,CTAF,122.9
KCFV,ASOS,ASOS,121.275
KCFV,CNTR,KANSAS CITY CNTR,132.9
KCFV,UNIC,CTAF/UNICOM,123
KCGC,A/D,JACKSONVILLE APP/DEP,118.6
KCGC,AWOS,AWOS 3,118.325
KCGC,UNIC,CTAF/UNICOM,122.725
KCGE,A/D,PATUXENT APP/DEP,127.95
KCGE,AWOS,AWOS 3,120.675
KCGE,UNIC,CTAF/UNICOM,122.7
KCGF,A/D,CLEVELAND APP/DEP,125.35
KCGF,CTAF,CTAF,118.5
KCGF,GCCD,GND/CLNC DEL,121.85
KCGF,TWR,COUNTY TWR,118.5
KCGF,UNIC,UNICOM,122.95
KCGI,ASOS,ASOS,120.55
KCGI,CNTR,MEMPHIS CNTR,133.65
KCGI,CTAF,CTAF,119
KCGI,GND,GND,121.6
KCGI,RDO,ST LOUIS RDO,122.4
KCGI,TWR,TWR,119
KCGI,UNIC,UNICOM,122.95
KCGS,A/D,POTOMAC APP/DEP,119.85
KCGS,AWOS,AWOS 3,121.225
KCGS,UNIC,CTAF/UNICOM,122.975
KCGZ,AWOS,AWOS 3,132.175
KCGZ,CNTR,ALBUQUERQUE CNTR,125.4
KCGZ,UNIC,CTAF/UNICOM,122.7
KCHA,APP,CHATTANOOGA APP,119.2
KCHA,APP,CHATTANOOGA APP,122.5
KCHA,ATIS,ATIS,119.85
KCHA,CLD,CLNC DEL,120.95
KCHA,CTAF,CTAF,118.3
KCHA,DEP,CHATTANOOGA DEP,119.2
KCHA,GND,GND,121.7
KCHA,OPS,ARNG OPS,41.5
KCHA,TWR,CHATTANOOGA TWR,118.3
KCHA,UNIC,UNICOM,122.95
KCHD,A/D,PHOENIX APP/DEP,123.7
KCHD,ATIS,ATIS,128.325
KCHD,AWOS,AWOS 3,128.325
KCHD,GND,GND,124.4
KCHD,TWR,TWR,126.1
KCHD,UNIC,UNICOM,122.95
KCHK,A/D,OKE CITY APP/DEP,124.6
KCHK,AWOS,AWOS 3,118.175
KCHK,UNIC,CTAF/UNICOM,123
KCHN,CNTR,MIAMI CNTR,134.55
KCHN,CTAF,CTAF,122.9
KCHO,A/D,POTOMAC APP/DEP,132.85
KCHO,ASOS,ASOS,118.425
KCHO,ATIS,ATIS,118.425
KCHO,CTAF,CTAF,124.5
KCHO,GND,GND,121.9
KCHO,RDO,LEESBURG RDO,122.2
KCHO,TWR,TWR,124.5
KCHO,UNIC,UNICOM,122.95
KCHQ,CNTR,MEMPHIS CNTR,133.65
KCHQ,CTAF,CTAF,122.9
KCHS,APP,APP,30.692
KCHS,APP,APP,119.3
KCHS,ATIS,ATIS,124.75
KCHS,CLD,CLNC DEL,118
KCHS,DEP,DEP,120.7
KCHS,GND,GND,121.9
KCHS,PMSV,PMSV  METRO,34.46
KCHS,POST,CONSOLIDATED COMD,134.1
KCHS,PTD,PTD,37.22
KCHS,RDO,ANDERSON RDO,122.2
KCHS,TWR,TWR,126
KCHS,UNIC,UNICOM,122.95
KCHT,AWOS,AWOS 3,118.175
KCHT,CNTR,KANSAS CITY CNTR,125.25
KCHT,RDO,COLUMBIA RDO,122.25
KCHT,UNIC,CTAF/UNICOM,122.8
KCHU,CNTR,MINNEAPOLIS CNTR,128.6
KCHU,CTAF,CTAF,122.9
KCHU,RDO,PRINCETON RDO,122.1
KCIC,AWOS,AWOS 3,119.675
KCIC,CNTR,OAKLAND CNTR,132.2
KCIC,CTAF,CTAF,121
KCIC,GND,GND,121.9
KCIC,RDO,RANCHO RDO,109.8
KCIC,TWR,TWR,121
KCIC,UNIC,UNICOM,122.95
KCID,A/D,APP/DEP (091-269),119.7
KCID,A/D,APP/DEP  (270-090),134.05
KCID,ATIS,ATIS,124.15
KCID,CLD,CLNC DEL,125.45
KCID,CTAF,CTAF,118.7
KCID,GND,GND,121.6
KCID,RDO,FORT DODGE RDO,122.55
KCID,TWR,TWR,118.7
KCID,UNIC,UNICOM,122.95
KCII,CNTR,SALT LAKE CITY CNTR,133.4
KCII,FSS,GREAT FALLS RDO,122.6
KCII,UNIC,CTAF/UNICOM,122.8
KCIN,AWOS,AWOS 3,118.025
KCIN,CNTR,MINNEAPOLIS CNTR,134
KCIN,UNIC,CTAF/UNICOM,122.8
KCIR,AWOS,AWOS 3,118.025
KCIR,CNTR,MEMPHIS CNTR,133.65
KCIR,UNIC,CTAF/UNICOM,122.8
KCIU,AWOS,AWOS 3,127.575
KCIU,CNTR,TORONTO CNTR,132.65
KCIU,RDO,GREEN BAY RDO,123.65
KCIU,UNIC,CTAF/UNICOM,123
KCJR,A/D,POTOMAC APP/DEP,124.65
KCJR,AWOS,AWOS 3,120.025
KCJR,RCO,LEESBURG RDO,116.3
KCJR,UNIC,CTAF/UNICOM,123.075
KCKA,MISC,DOGFACE,38.625
KCKB,A/D,CLARKSBURG APP/DEP,119.6
KCKB,ATIS,ATIS,127.825
KCKB,CTAF,CTAF,126.7
KCKB,GND,GND,121.9
KCKB,OPS,ARNG OPS,139.05
KCKB,RDO,ELKINS RDO,112.6
KCKB,TWR,CLARKSBURG TWR,126.7
KCKB,UNIC,UNICOM,123
KCKC,AWOS,AWOS 3,119.925
KCKC,RDO,PRINCETON RDO,122.3
KCKC,UNIC,CTAF/UNICOM,122.8
KCKF,AWOS,AWOS 3,119.325
KCKF,CNTR,JACKSONVILLE CNTR,125.75
KCKF,UNIC,CTAF/UNICOM,123.05
KCKI,A/D,MYRTLE BEACH APP/DEP,127.4
KCKI,UNIC,CTAF/UNICOM,122.7
KCKM,AWOS,AWOS 3,120.675
KCKM,CNTR,MEMPHIS CNTR,135.3
KCKM,UNIC,CTAF/UNICOM,122.8
KCKN,A/D,GRAND FORKS APP/DEP,118.1
KCKN,AWOS,AWOS 3,40
KCKN,CLD,CLNC DEL,118.15
KCKN,UNIC,CTAF/UNICOM,122.7
KCKP,AWOS,AWOS 3,119.225
KCKP,CNTR,MINNEAPOLIS CNTR,124.1
KCKP,UNIC,CTAF/UNICOM,122.8
KCKV,A/D,CAMPBELL APP/DEP,134.35
KCKV,ASOS,ASOS,134.575
KCKV,UNIC,CTAF/UNICOM,122.8
KCKZ,A/D,PHILADELPHIA APP/DEP,123.8
KCKZ,AWOS,AWOS 3,108.85
KCKZ,CLD,CLNC DEL,118.55
KCKZ,UNIC,CTAF/UNICOM,123
KCLE,APP,APP,119.625
KCLE,ATIS,ATIS,127.85
KCLE,CLD,CLNC DEL,125.05
KCLE,DEP,DEP,118.15
KCLE,GND,GND,121.7
KCLE,RDO,RDO,122.2
KCLE,RMP,RAMP CON,129.17
KCLE,TWR,TWR,120.9
KCLE,UNIC,UNICOM,122.95
KCLI,A/D,GREEN BAY APP/DEP,126.3
KCLI,AWOS,AWOS 3,120.675
KCLI,UNIC,CTAF/UNICOM,122.8
KCLK,A/D,FORT WORTH CNTR,128.4
KCLK,ASOS,AWOS,119.225
KCLK,UNIC,CTAF/UNICOM,122.8
KCLL,ATIS,ATIS,126.85
KCLL,CNTR,HOUSTON CNTR,120.4
KCLL,CTAF,CTAF,118.5
KCLL,GND,GND,128.7
KCLL,RDO,MONTGOMERY CO RDO,122.2
KCLL,TWR,TWR,118.5
KCLL,UNIC,UNICOM,122.95
KCLM,A/D,WHIDBEY APP/DEP,118.2
KCLM,ASOS,ASOS,135.175
KCLM,CLD,CLNC DEL,124.15
KCLM,RDO,SEATTLE RDO,122.6
